Date,Total estimated earnings,AFV earnings,YouTube earnings,Transactions
"Mar 18, 2013",$0.04,$0.04,$0.00,$0.00
"Mar 15, 2013",$0.00,$0.00,$0.00,$0.00
"Mar 14, 2013",$0.02,$0.02,$0.00,$0.00
"Mar 12, 2013",$0.13,$0.13,$0.00,$0.00
"Mar 09, 2013",$0.04,$0.04,$0.00,$0.00
"Mar 08, 2013",$0.50,$0.50,$0.00,$0.00
"Mar 05, 2013",$0.78,$0.78,$0.00,$0.00
"Mar 03, 2013",$0.03,$0.03,$0.00,$0.00
"Feb 28, 2013",$0.06,$0.06,$0.00,$0.00
"Feb 27, 2013",$0.03,$0.03,$0.00,$0.00
"Feb 26, 2013",$0.02,$0.01,$0.00,$0.00
"Feb 24, 2013",$0.06,$0.06,$0.00,$0.00
"Feb 23, 2013",$0.03,$0.03,$0.00,$0.00
"Feb 22, 2013",$0.02,$0.02,$0.00,$0.00
"Feb 21, 2013",$0.03,$0.03,$0.00,$0.00
"Feb 19, 2013",$0.08,$0.08,$0.00,$0.00
"Feb 18, 2013",$0.01,$0.01,$0.00,$0.00
"Feb 17, 2013",$0.07,$0.07,$0.00,$0.00
"Feb 15, 2013",$0.12,$0.12,$0.00,$0.00
"Feb 14, 2013",$0.06,$0.06,$0.00,$0.00
"Feb 13, 2013",$0.03,$0.03,$0.00,$0.00
"Feb 11, 2013",$0.05,$0.04,$0.01,$0.00
"Feb 10, 2013",$0.00,$0.00,$0.00,$0.00
"Feb 08, 2013",$0.15,$0.15,$0.00,$0.00
"Feb 07, 2013",$0.07,$0.06,$0.00,$0.00
"Feb 05, 2013",$0.14,$0.14,$0.00,$0.00
"Feb 04, 2013",$0.06,$0.06,$0.00,$0.00
"Feb 03, 2013",$0.01,$0.00,$0.01,$0.00
"Feb 02, 2013",$0.04,$0.04,$0.00,$0.00
"Feb 01, 2013",$0.03,$0.02,$0.00,$0.00
"Jan 30, 2013",$0.03,$0.03,$0.00,$0.00
"Jan 28, 2013",$0.08,$0.07,$0.01,$0.00
"Jan 26, 2013",$0.03,$0.00,$0.03,$0.00
"Jan 23, 2013",$0.02,$0.02,$0.00,$0.00
"Jan 20, 2013",$0.07,$0.07,$0.00,$0.00
"Jan 17, 2013",$0.04,$0.04,$0.00,$0.00
"Jan 15, 2013",$0.02,$0.01,$0.01,$0.00
"Jan 13, 2013",$0.05,$0.05,$0.00,$0.00
"Jan 11, 2013",$0.11,$0.11,$0.00,$0.00
"Jan 09, 2013",$0.05,$0.05,$0.00,$0.00
